list_item_id,job_id,list_item,parent,code / label 1,code / label 2,code / label 3,code / label 4
80198,5016,"Field incoming calls, chats, and support emails",,,,,
80236,5021,Write queries in SQL and Power BI designed to optimize operational and supply chain performance,In this function you will:,,,,
80261,5023,"Proactively work with suppliers and carriers by building productive relationships to maintain service levels that meet satellite end-customer needs. Where possible, negotiate supplier service, price and delivery to maximize outcomes for Eaton.",In this function you will:,,,,
80274,5023,Excellent verbal and written communications skills,Position Criteria:,,,,
80318,5025,Write user stories and ensure integrity of stories across projects,For analyst roles:,,,,
80336,5026,Consult with programmers to explain software errors or to recommend changes to programs.,Responsibilities:,,,,
80383,5029,Excellent verbal and written communication skills with the ability to articulate complex data,Skills & Qualifications:,,,,
80389,5031,"Exposure working with Microsoft SQL Server and writing basic SQL to extract data, and/ or other relational databases (Oracle, MS Access) in lieu of this",,,,,
80440,5032,Excellent verbal and written communication and interpersonal skills; ability to build relationships.,,,,,
80444,5032,"Fluency in English (spoken & written) is essential. For EMEA-based positions, other European languages would be advantageous.",,,,,
80447,5033,"Using technology to extract and manipulate data from multiple operational systems and data repositories, write and run queries to gather accurate and timely data.",Responsibilities will include:,,,,
80482,5037,"Responds to customer questions received via telephone calls, call backs, emails, and help desk requests.","Facilitates the prompt and effective resolution of technical and production issues for clients in all segments. Uses independent judgment, analysis and initiative to resolve problems, makes recommendations, and deliver impromptu end-user operational assistance training when required. This work maintains communications with callers throughout the analysis and resolution process particularly in difficult customer situations, keeps them informed of status and escalates issues if deems necessary. This role will independently identify systemic issues (e.g. system outages, widespread processing errors) and take ownership of the end to end process to optimize the customer experience.",,,,
80499,5037,Verbal & written communication skills - Good.,Qualifications:,,,,
80589,5044,Excellent verbal and written communication skills,Qualifications:,,,,
80600,5045,Excellent written and verbal communication skills,Requirements:,,,,
80654,5051,"Excellent communication skills, both written and verbal, and ability to synthesize complex information into simple and concise messages.",,,,,
80731,5056,Excellent verbal and written communication skills,Qualifications:,,,,
80825,5062,Exceptional written and oral communication skills.,Preferred Qualifications,,,,
80843,5063,Strong written and oral communication,Skills Required:,,,,
80891,5065,Outstanding organizational and oral and written communications skills,SKILLS:,,,,
80901,5067,Email your resume to: careers@esbgroup.net - Subject Line: Accounts Payable Analyst,How to Apply:,,,,
80908,5069,"Requires strong oral, written and interpersonal communication skills, problem-solving skills, facilitation skills, and analytical skills.",Qualifications,,,,
80918,5071,"Excellent time management, oral, written, and interpersonal communication skills",Qualifications,,,,
80966,5074,"Strong communication skills through written, verbal and listening, and presentation techniques",Qualifications,,,,
80985,5075,Verbal & written communication skills,Qualifications:,,,,
81004,5076,Ability to turn complex content into targeted communication. Ability to communicate precisely and succinctly in English (oral and written),"Logically considering how complex projects get completed. If you are presented a project timeline that doesnâ€™t make sense, you can see the problem and point it out.",,,,
81047,5078,Write training and user reference documentation to align with business processes.,Position Description,,,,
81058,5078,Ability to communicate systems and procedural changes to end users through excellent written and oral communications.,Position Description,,,,
81100,5079,"Answer all calls for help either by phone, chat, email, or portal entry using FreshService ticketing platform",Primary Responsibilities,,,,
81105,5079,Strong interpersonal skills and excellent verbal and written communication skills,Desired Skills and Abilities,,,,
81121,5080,"Excellent organizational and communication skills, both written and oral",Basic Qualifications:,,,,
81151,5082,"Excellent communication skills, both written and verbal",Qualifications:,,,,
81179,5083,Excellent verbal and written communication skills are essential,Required Qualifications,,,,
81181,5083,Knowledge of relational databases including ability to write SQL,Desired Qualifications,,,,
81191,5084,"Maintain professionalism in all communications via phone, chat, and email.","The EOC Analyst requires basic systems administrative skills and capabilities as well as a strong customer service background. This position is responsible for receiving incoming calls and alerts regarding services for both internal and external customers. Calls, e-mails, or monitored events may require the creation and escalation of a thoroughly documented ticket. The analyst is also responsible for identifying critical issues and engaging key resources while gathering information needed to effectively escalate problems in a fast-paced environment. Analysts in this position will be working in a fast paced, and sometimes high-pressure, environment and as a part of a team which is staffed on a continual 24/7/365 basis.",,,,
81192,5084,Ability to follow written process documentation consistently,"The EOC Analyst requires basic systems administrative skills and capabilities as well as a strong customer service background. This position is responsible for receiving incoming calls and alerts regarding services for both internal and external customers. Calls, e-mails, or monitored events may require the creation and escalation of a thoroughly documented ticket. The analyst is also responsible for identifying critical issues and engaging key resources while gathering information needed to effectively escalate problems in a fast-paced environment. Analysts in this position will be working in a fast paced, and sometimes high-pressure, environment and as a part of a team which is staffed on a continual 24/7/365 basis.",,,,
81198,5084,"Must possess strong customer service attitude and interpersonal skills.Ability to multi-task in order to meet primary goals as well as other duties as assigned.Availability to work shifts as assigned including holidays or weekends.Must be comfortable working on the phone with clients and peers.Must be reliable and punctual â€“ critical that this position is covered at all scheduled times Must be available to work all shifts if coverage gaps ariseProven ability to work effectively and cooperatively with others as well as independently Demonstrated flexibility, organization, and self-motivation Willingness to learn new processes or procedures and grow technical skill setMaintain professional communications with clients at all time Hands-on Personal Computer experience Must be able to type 50 WPM, with accuracy Adequate professional experience and knowledge to perform Job ResponsibilitiesExcellent verbal, written, and interpersonal skillsAbility to prioritize and organize effectively Ability to work on multiple projects simultaneouslyAbility to work both independently and with others Ability to operate in a fast moving, team-oriented, collaborative environment with tight deadlinesProficiency in using MS Office Suite and Windows-based computer applications Preferred Experience Prior work in a technical call center or ticket routing setting1 year of work experience in a customer service role Experience in supporting customers with strict service level agreement requirements Prior experience particularly in the data center industry  Working Conditions Office environment","Provides quality internal and external customer service surrounding the Company values.Utilizes tools to identify and remediate/escalate incidents quickly.Perform basic diagnosis and troubleshooting of technical events.Train and master entry level system administrative tasks Identify critical issues and engage key resources in a timely mannerGather and document information from multiple sources to determine path of escalationThoroughly document all actions utilizing company tools including ticketing system Maintain professionalism in all communications via phone, chat, and email.Ability to follow written process documentation consistently Continually assist in evaluation and improvement of internal processes and procedureMaintain a presentable appearance Participate in Incident Management DutiesMonitor critical systems to ensure they are running correctlyOther duties as assigned",,,,
81212,5084,"Excellent verbal, written, and interpersonal skills","Must possess strong customer service attitude and interpersonal skills.Ability to multi-task in order to meet primary goals as well as other duties as assigned.Availability to work shifts as assigned including holidays or weekends.Must be comfortable working on the phone with clients and peers.Must be reliable and punctual â€“ critical that this position is covered at all scheduled times Must be available to work all shifts if coverage gaps ariseProven ability to work effectively and cooperatively with others as well as independently Demonstrated flexibility, organization, and self-motivation Willingness to learn new processes or procedures and grow technical skill setMaintain professional communications with clients at all time",,,,
81249,5089,Write detailed business requirements to create user stories using an agile approach in order to gain formal approval by project sponsor,Your role::,,,,
81272,5090,Lead presentations to agency/team leaders using strong verbal and written communication skills,Responsibilities of the IT Analyst include:,,,,
81316,5095,Effective verbal and written communication skills,,,,,
81324,5096,Excellent verbal and written communications skills,An Ideal Candidate Has:,,,,
81361,5098,Monitor group inbox and ensure all emails are acknowledged and processed,Specific Duties and Essential Functions,,,,
81375,5098,Effective oral and written communication skills,Skills Required,,,,
81382,5098,"Strong analytical, research, and writing abilities",Other,,,,
81385,5098,Ability to take the initiative and thrive independently once an assignment is explained,Other,,,,
81413,5100,Strong communication skills both written and verbal required.,Requirements,,,,
81482,5104,"Skills:  Must love numbers, be detail oriented and have the ability to master multiple programs. Strong written, verbal and interpersonal communication skills required.","To be seriously considered for this role, please have the following in regard to:",,,,
81560,5109,Ability to receive and comprehend instructions verbally and/or in writing,Physical & Mental Requirements :,,,,
81565,5110,Excellent written and oral communication skills,,,,,
81647,5112,"Strong interpersonal, analytical, and oral and written communication skills",Skills:,,,,
81650,5112,Skill in SQL to support query needs and report writing,Skills:,,,,
81653,5112,Communicate effectively both orally and in writing,Abilities to:,,,,
81685,5115,"Writes new programs or modifies existing programs of low to moderate complexity; designs flow charts, reviews logic, codes logic flow into appropriate language, conducts test runs, debugs program from test results and writes documentation.",Examples of Work,,,,
81699,5115,Ability to follow complex written and oral instructions.,"Knowledge, Skills and Abilities:",,,,
81725,5116,Excellent verbal and written communication skills,"The following certifications would be beneficial, but not required. Security-related certifications such as: CRISC, CISA, CISSP, CISM, or Security+Preferred but not required a Bachelor's Degree in a technology-related field or business administration, accounting, finance, or related field augmented by industry-related training programs and supported by work experience.",,,,
81741,5121,"Business applications (CRM/Salesforce, ERP/NetSuite, Call Center/Five9s, email Automation/SalesLoft, other).",Business systems and processes.,,,,
81745,5121,"Excellent computer skills and strong proficiency with MS Excel, MS PowerPoint, Database tools, Data Visualization tools, email, and online tools.","Personally driven to achieve and surpass goals, self-starter, commitment to quality.",,,,
81747,5121,Strong written and oral communication skills.,"Financial Modeling, Analytics, and strong quantitative skills.",,,,
81862,5124,Effective oral and written communication skills,Skills Required,,,,
81873,5125,"Write and execute test cases/scripts; providing daily updates using ALM, JIRA, and other tools","Job Summary: IT Quality Analyst (QA) Opportunities for Entry-Level CandidatesLocation: Atlanta, GASkills Section: Engineering, Information Technology, Business, College Graduate, Entry Level Business AnalystQuotum Technologies, Inc. is looking for an IT Quality Analyst (QA) Opportunities for Entry-Level Candidates who is highly motivated, responsible and a detail-oriented team playerResponsibilities:",,,,
81877,5125,Develop final project write-ups and documentation (technical & user),"Job Summary: IT Quality Analyst (QA) Opportunities for Entry-Level CandidatesLocation: Atlanta, GASkills Section: Engineering, Information Technology, Business, College Graduate, Entry Level Business AnalystQuotum Technologies, Inc. is looking for an IT Quality Analyst (QA) Opportunities for Entry-Level Candidates who is highly motivated, responsible and a detail-oriented team playerResponsibilities:",,,,
81878,5125,Strong oral and written communication skills,Skills:,,,,
81989,5135,Effective verbal and written communication skills,,,,,
82008,5137,Strong oral and written communication and interpersonal skills.,,,,,
82100,5140,Excellent verbal and written communication skills,Prerequisites for the position:,,,,
82120,5142,"Coordinate, participate in, and manage the development and delivery of written specifications to capture business process requirements.",This class specification lists the major duties and requirements of the job and is not all-inclusive. Incumbent(s) may be expected to perform job-related duties other than those contained in this document and may be required to have specific job-related knowledge and skills.,,,,
82123,5142,"Develop and maintain the design of computer systems including screen design, reports and programs; participate in database design; write and test new computer applications.",This class specification lists the major duties and requirements of the job and is not all-inclusive. Incumbent(s) may be expected to perform job-related duties other than those contained in this document and may be required to have specific job-related knowledge and skills.,,,,
82174,5143,Basic oral and written communication skills.,QUALIFICATIONS:,,,,
82197,5144,Working knowledge of HTML and design and email software,,,,,
82223,5147,"Debugs routine programs, designs and applies standard logic for individual application programs and writes program instructions Uses best practices and knowledge of internal or external business issues to improve Group's products or services.",Duties and Responsibilities:,,,,
82230,5147,Explains difficult or sensitive information; works to build consensus.,Duties and Responsibilities:,,,,
82272,5149,Professionally and courteously answer calls/email messages to address customer needs,Responsibilities include:,,,,
82299,5150,Ability to explain data and ask clarifying questions of the customer to ensure data elements are needed and are based on a business need to know,Qualifications,,,,
82300,5150,"Excellent verbal, written and listening communication skills",Qualifications,,,,
82308,5150,"Responds well to questions; Ability to read, interpret and comply with written information and documents such as safety rules, operations / procedure manuals and maintenance instructions with a high comprehension and concentration level to include the ability to meet deadlines",Qualifications,,,,
82325,5151,"Reviews, proofreads, and reconciles draft CAFR for any discrepancies in amounts, calculations, totals, references, spellings, sources and general presentation prior to publication; reviews and reconciles Department Budget Report of Revenues and Expenditures, a report supplementary to CAFR; prepares reconciliation of County-wide inter fund transactions for consolidation to the CAFR;","Duties at the I level are limited in nature, initially under close supervision, relate to routine tasks and include assisting and/or learning about the fiscal policies, procedures, systems, operations and functions in the Financial Reporting Division. At the II and Senior levels tasks are more complex and performed with more independence. Duties may include, but are not limited to the following:",,,,
82382,5155,"Approachable leadership (collaboration with top leaders, open-door policy)","Weâ€™re a global company with a family feel, offering the same benefits of an international corporation with the personal relationships of a small business. Working in our small teams and close-knit environment, youâ€™d never guess we had a 7,500+ employee head count. We realize a job is more than just a job â€“ itâ€™s an extension of your life and family â€“ and weâ€™re committed to maintaining just that. For us, culture is not just a perk; itâ€™s essential to how we thrive. And thatâ€™s speaking for 100 years in the business!",,,,
82414,5156,Strong oral and written communication and interpersonal skills.,Performance Requirements:,,,,
82434,5157,Excellent written & verbal skills,,,,,
82451,5160,Exceptional verbal and written communication skills.,Required skills & abilities,,,,
82483,5162,Skilled in oral and written communication.,Level 2 - Bachelorâ€™s Degree and 2 years of experience and/or Masterâ€™s Degree and 1 year experience,,,,
82523,5165,Meeting facilitation skills (including leading meetings and presentations in a remote work setting). Strong written and verbal skills.,Secondary Job Functions:,,,,
82537,5167,"Work with SMEâ€™s to collect, write, assimilate and develop content.",Global Customer Success Intern - Digital Learning Content Developer Responsibilities:,,,,
82541,5167,"Adapt instructional materials created for one format to another format (usually from face-to-face learning or written documentation to e-Learning, video or AR/VR learning tools",Global Customer Success Intern - Digital Learning Content Developer Responsibilities:,,,,
82552,5167,"Ability to write effective copy, instructional text, audio scripts/video scripts",Qualifications:,,,,
82582,5170,"Performs GIS analysisâ€¢ Analyzes user organization functional requirements and develop GIS application designsâ€¢ Writes and tests GIS application programs and prepares documentation of GIS application programsâ€¢ Prepares GIS application user manuals and trains user staff in the operation of GIS applicationsâ€¢ Provides user support for GIS application programsâ€¢ Performs GIS hardware and software operations, performs activities associated with implementation, operation, and enhancement of the GIS softwareâ€¢ Participates in self-study and vendor-supplied courses to improve skills in more complex programming areasâ€¢ The work involves isolating and defining unknown conditions, resolving critical problems, or developing new theoriesâ€¢ Personal contacts may include individuals or groups from outside the Division of Highways or Department of Transportation. Certain meetings or conversations may take place outside of the agency in a somewhat unstructured setting.â€¢ Travel may be required; therefore, a valid driverâ€™s license may be required.",EXAMPLE OF DUTIES,,,,
82591,5172,"Provides concise, timely, and detailed written documentation of activities related to service requests. Depending on the SLA agreements, seeks others to assist with the problem.",5. Functional Knowledge,,,,
82598,5172,"Provides concise, timely, and detailed written documentation of activities related to service requests.",5. Functional Knowledge,,,,
82633,5172,"Develops verbal and written communication skills to be concise, articulate, tactful, and tailored to the audience.",11. Communication Skills,,,,
82641,5172,Invites others to seek the individualâ€™s help by means of an approachable style.,13. Social Behaviors,,,,
82667,5175,"Debugs routine programs, designs and applies standard logic for individual application programs and writes program instructions Uses best practices and knowledge of internal or external business issues to improve Group's products or services.",Duties and Responsibilities:,,,,
82674,5175,Explains difficult or sensitive information; works to build consensus.,Duties and Responsibilities:,,,,
82712,5177,"Is aware that own behaviors impact team dynamics and that team dynamics are influenced by different personalities on the team. Able to get along with most personalities in team, knowing that it will benefit the team climate. Shares information for the good of the team. Maintains an open, approachable manner, and treats others fairly and respectfully, shows regard for others opinions.",Principal Duties and Responsibilities,,,,
82752,5179,"Excellent written communication, presentation and editing skills",Your Background,,,,
82833,5182,"Demonstrated ability to compile and organize data to derive meaningful insights, including the ability to communicate clearly verbally and in written, numerical, and graphical forms.",,,,,
82836,5182,"Highly developed verbal and written communications skills that demonstrate the ability to present and communicate complex, technical information to a broad range of technical and non-technical staff.",,,,,
82853,5184,Needs to have strong written and verbal communication skills,Job Requirements,,,,
82897,5187,Strong written and verbal communication skills,,,,,
82945,5189,Excellent written and oral communication skills.,Requirements:,,,,
83010,5192,"Follow DTMB Problem Management processes to resolve client problems reported through Remedy trouble tickets, phone calls and email.","Serve as a Programmer/Analyst under the guidance of the immediate supervisor or senior level Programmer/Analyst. Use basic principles and procedures of methodology, and automated data processing to design, develop, debug, test, and maintain complex software applications. These applications exist on a wide variety of platforms including PC-based, Web-based, Mobile, and Mainframe. Legacy application development and maintenance may require knowledge of other platforms.",,,,
83018,5193,"Field incoming helpdesk requests from end users via telephone, email, chat or intranet tickets in a courteous and professional manner.",,,,,
83047,5193,"Communication help desk analyst must be able to communicate clearly via telephone, email, or chats and display strong listening skills to fully understand a customers issues and needs.",,,,,
83108,5199,Effective oral/written communication skills for working with clients,EXPERIENCE AND SKILLS,,,,
83112,5200,Excellent verbal and written communication skills (including presentation skills),"work collaboratively with system developers and end users to resolve issues. The candidate will support process improvement recommendations and implementation to budget functions. Specifically, the following skills and experiences are requested:",,,,
83120,5200,Excellent verbal and written communication skills (including presentation skills),Additional Requirements:,,,,
83125,5200,"Ability to quickly comprehend complexity and convey findings in concise, well-written narratives",Additional Requirements:,,,,
83142,5201,"Provides five-star customer service at all times by responding to telephone calls, email and other correspondence in a timely and courteous manner. Follows company policy by returning all calls and emails within 24 business hours.",This is a great opportunity to learn the IT in's and outs of a stable and growing company. You will be working with a small team of IT and report directly to the IT Manager.,,,,
83143,5201,"Responsible for fielding calls/email/chat requests for assistance to users across several markets, including troubleshooting hardware, software installation, service and maintain printers, deploying new user setups, and working with VOIP phones (remote and in-person assistance).",This is a great opportunity to learn the IT in's and outs of a stable and growing company. You will be working with a small team of IT and report directly to the IT Manager.,,,,
83181,5204,"Strong verbal and written communication skills and experience using MS Office tools, SharePoint, MS Teams, etc.",,,,,
83196,5206,Excellent communication skills (both written and verbal); strong command of the English language required. Multilingual preferred.,,,,,
83200,5206,Ability to turn complex content into targeted communication. Ability to communicate precisely and succinctly in English (oral and written),"Logically considering how complex projects get completed. If you are presented a project timeline that doesnâ€™t make sense, you can see the problem and point it out.",,,,
83243,5209,Excellent verbal and written communication skills with the ability to articulate complex data,,,,,
83249,5210,Excellent written and verbal communication skills required,Qualifications,,,,
83279,5212,"Able to communicate relevant information clearly and concisely, both verbally and in writing",,,,,
83408,5218,"Possess strong verbal and written communication skills and ability to present, persuade and influence peers.",Desired Qualifications:,,,,
83413,5219,Good oral and written communication skills are required,Knowledge Skills,,,,
83419,5220,Ability to convey technical concepts in both written and verbal formats.,"Other Requirements: 1. The level of technical skills and abilities appropriate for this grade level will be established by each discipline. 2. Work is closely supervised/monitored, follows established procedures and methods.",,,,
83436,5222,Excellent oral and written communication skills,Skills:,,,,
83484,5225,Excellent spoken and written English communication skills.,What you need:,,,,
83585,5231,Strong oral & written communication skills,,,,,
83593,5232,"Perform system testing, write test scripts and assist users with User Acceptance Testing",Responsibilities include:,,,,
83603,5232,Write user stories with necessary detail to facilitate high quality deliverables,. Requirements:,,,,
83606,5232,"Once trained on a program, have the ability to write end user training documentation",. Requirements:,,,,
83608,5232,Write test scripts for small to medium programs,. Requirements:,,,,
83729,5235,Language Skills: additional spoken and written languages.,We are particularly interested in candidates who have demonstrated:,,,,
83770,5236,Strong analytical and problem solving skills. Excellent oral and written communication skills both technical and business focused.,Professional Skills,,,,
83805,5237,Strong verbal and written communication skills.,,,,,
83818,5237,Strong verbal and written communication skills.,,,,,
83830,5237,Strong verbal and written communication skills.,,,,,
83835,5237,"Must be able to sit or stand for prolonged periods of time in a climate controlled environment. Must be able to use fingers, hands, wrists for repetitive tasks such as typing, using a mouse, handling paper, and operating a telephone. Demands for visual and auditory acuity are typical of an office environment. Must be able to interact via email, telephone, or in person with diplomacy, tact, and courtesy with all members under varying circumstances. Must be able to lift up to 40 lbs.",,,,,
83840,5238,"Expected to write documentation to describe program development, logic, coding, and corrections.","Requisition Number: 6456 Location: Moncks CornerPosition Type: Full-Time Regular Unit Number - Unit Name: 87200-OPERATIONAL APPLICATIONSExperience Required: See Position Requirements Education Required: Bachelor's DegreeRecruiting Start Date: Mar 29, 2021 Recruiting End Date: Apr 9, 2021Job Posting: Internal and External",,,,
83841,5238,Writes manual for users to describe installation and operating procedures.,"Requisition Number: 6456 Location: Moncks CornerPosition Type: Full-Time Regular Unit Number - Unit Name: 87200-OPERATIONAL APPLICATIONSExperience Required: See Position Requirements Education Required: Bachelor's DegreeRecruiting Start Date: Mar 29, 2021 Recruiting End Date: Apr 9, 2021Job Posting: Internal and External",,,,
83892,5240,Excellent written and verbal communication skills via phone and email,Strong problem solving skills,,,,
83919,5241,"Design, develop, test, document, implement and support new custom-written software, as well as modify and support existing software.","Essential Duties and ResponsibilitiesThe list of duties and responsibilities is not all inclusive and may be expanded to include other duties and responsibilities, as management may deem necessary.",,,,
83939,5241,"Excellent communication skills, including written and interpersonal","Specific Skills, Licensure and Certifications",,,,
83964,5243,Strong oral and written communication skills,Skills:,,,,
83982,5245,Above average communication skills (written and verbal),Desired Skills & Experience,,,,
84015,5247,Provide alert response as well as email and telephone technical support for data center and managed services clients,Key Areas of Responsibility,,,,
84045,5247,"Excellence verbal and written communication skills, with the ability to effectively interact with all coworkers and stakeholders, including leadership.",Other Required Qualifications,,,,
84047,5247,"Must know when to ask for assistance. Must be approachable, teachable, a team player with a strong desire to continue learning and expanding their experience in a highly evolving technical environment.",Other Required Qualifications,,,,
84051,5250,Identify and clearly write defects as part of our validation process,Job Responsibilities:,,,,
84059,5250,Clearly explain and document steps to reproduce a defect,"Desired Skills, Knowledge & Abilities:",,,,
84122,5253,"Report individual findings from the analysis of all investigative material on an ongoing basis, write intelligence reports, create graphics and working aids, and prepare discovery and court material for the prosecutor, following the completion of investigative support and as scheduled with the lead investigator and/or Assistant U.S. Attorney; and",Job Duties:,,,,
84246,5257,"The ability to speak, read, and write Spanish in addition to English would be an asset in this position, but is not required. Applicants for English/Spanish bilingual designated positions must take and pass the Merit System Services bilingual proficiency examination prior to appointment.",,,,,
84266,5258,Basic oral and written communication skills.,,,,,
84287,5260,"Excellent oral and written communication skills, with particular ability to clearly and concisely present key data to executives to drive recommendations and decisions.","Knowledge, Experience & Other Qualifications:",,,,
84380,5263,Strong analytical and problem solving skills. Excellent oral and written communication skills both technical and business focused.,Professional Skills,,,,
84403,5264,Effective written and oral communication.,Qualifications,,,,
84433,5268,"Strong communication skills (written, verbal,) with specific ability to translate business requirements into detailed technical requirements to a technical audience or development teams",Qualifications:,,,,
84443,5269,"Writes and modifies computer code in applicable programming language in both batch and on-line modes; prepares test data and test programs to eliminate errors in logic or coding; analyzes and corrects system performance problems during the test phase. Language may include SQL, C#, JSON or others.","Participates in development of the architecture, design, and Health Plan data integration between the Health Plan, its vendors and HHSC. This includes regulatory data exchanges as well as operational exchange processes.",,,,
84444,5269,Prepares program documentation for new applications and writes operating procedures for both end users and Information Technology to follow. Assists in testing of all developed integrations and technical assistance during the implementation phase.,"Writes and modifies computer code in applicable programming language in both batch and on-line modes; prepares test data and test programs to eliminate errors in logic or coding; analyzes and corrects system performance problems during the test phase. Language may include SQL, C#, JSON or others.",,,,
84503,5272,Strong analytical and problem solving skills. Excellent oral and written communication skills both technical and business focused.,Professional Skills,,,,
84510,5273,Excellent verbal and written communication skills (including presentation skills),"The successful candidate will have proven experience supporting business process review, support business operations and financial functions (including planning, formulation, and execution) for federal agencies. The candidate will be able to support requirements gathering sessions with clients, analyze and document system requirements, assist in the creation and maintenance of project documentation (e.g. test plans, data dictionaries, user guides, and training materials), perform system testing, develop training materials, provide system training, andwork collaboratively with system developers and end users to resolve issues. The candidate will support process improvement recommendations and implementation to budget functions. Specifically, the following skills and experiences are requested:",,,,
84518,5273,Excellent verbal and written communication skills (including presentation skills),Additional Requirements:,,,,
84523,5273,"Ability to quickly comprehend complexity and convey findings in concise, well-written narratives",Additional Requirements:,,,,
84539,5274,"Intermediate skill level using SQL coding to interrogate data, write complex filtering logic, and read and write SQL coded ETL (extract/transform/load) processes.",Professional Experience Required,,,,
84565,5276,Excellent verbal and written communication skills.,Preferred Qualifications:,,,,
84582,5278,"Provide written drafts for Monitoring and Surveillance items (negative news, parameter breaks and market indicators).","The Analyst of Counterparty Credit Risk is responsible for working with and assisting a Senior Associate with all processes regarding the management and assessment of the creditworthiness of a portfolio consisting of banks, broker-dealers, and other financial institutions.",,,,
84613,5280,"Desire to learn about Internet marketing including SEO, PPC, display and email marketing",REQUIREMENTS:,,,,
84615,5281,"Serve as first contact for users submitting inquiries and issues via multiple channels, including phone, chat, email and ticketing.","What Youâ€™ll Get to Do:Qualified candidates will provide entry-level support for an Information Technology (IT) Help Desk, which receives and resolves 15,000 tickets monthly through the ServiceNow service management software. The IT Help Desk supports a 12,000+ user community within the Department of Homeland Security (DHS).More About the Role:",,,,
84641,5282,"Professionalism - Interacts professionally and courteously with all clients and peers. Remains easily approachable, reacts calmly in stressful situations, and receives constructive criticism well",Skills and Qualifications,,,,
84676,5283,"Strong communication skills through written, verbal and listening, and presentation techniques",Qualifications,,,,
84682,5284,Maintain professional and courteous manner while addressing customer calls or emails.,Essential Functions:,,,,
84767,5288,Excellent verbal and written communication skills,Experience:,,,,
84786,5290,"Write clean, well-organized, testable, and reusable JavaScript/Typescript code.",What you'll do as a Senior Software Engineer:,,,,
84816,5291,Effective oral and written communications skills and strong interpersonal skills.,,,,,
84851,5294,Maintain professional and courteous manner while addressing customer calls or emails.,Essential Functions:,,,,
84887,5296,Improves client references by writing and maintaining documentation.,Responsibilities:,,,,
84894,5296,Strong written and verbal communication skills required,Critical Skills:,,,,
84898,5296,"Familiarity with office phone support, email, and MS Office applications",Critical Skills:,,,,
84912,5297,"Communication Skills - expresses written ideas clearly, ensuring overall organization, structure, grammar, language and terminology is adjusted to the characteristics and needs of the audience. Orally expresses ideas effectively in individual and group situations.",:,,,,
84935,5298,Excellent oral and written communication/interpersonal skills are necessary,Requirements:,,,,
84994,5300,"Contributes to the development of policy materials by guiding the team in researching, analyzing, and writing public health reports and guidance",,,,,
84995,5300,"Copywrites major written documents, memos, and releases from HCPH",,,,,
85014,5300,Minimum of one (1) year of experience writing and developing major health policy publications or legislation,Requirements,,,,
85038,5300,"Communicates clearly and effectively, both orally and in writing",,,,,
85116,5301,Strong written and verbal communication skills,Skills required for program:,,,,
85144,5304,Must possess good verbal and written communication skills.,Qualifications and Experience Requirements:,,,,
85155,5305,Effective oral and written communications skills,Minimum Qualifications,,,,
85193,5309,"Design, develop, test, document, implement and support new custom-written software, as well as modify and support existing software.",Essential Duties and Responsibilities,,,,
85213,5309,"Excellent communication skills, including written and interpersonal","Specific Skills, Licensure and Certifications",,,,
85276,5312,"Administer, extend, negotiate and terminate standard and nonstandard contracts.","At the heart of Defining Possible is our commitment to missions. In rapidly changing global security environments, Northrop Grumman brings informed insights and software-secure technology to enable strategic planning. Weâ€™re looking for innovators who can help us keep building on our wide portfolio of secure, affordable, integrated, and multi-domain systems and technologies that fuel those missions. By joining in our shared mission, weâ€™ll support yours of expanding your personal network and developing skills, whether you are new to the field or an industry thought-leader. At Northrop Grumman, youâ€™ll have the resources, support, and team to do some of the best work of your career. Northrop Grumman is seeking experienced and motivated professionals for the various entry level roles in Financial Analysis, Business Management, Cost Control, and Contracts. This position will be located at our Mission Systems Sector in Rolling Meadows, IL. (Rolling Meadows Central or Rolling Meadows North) Roles and responsibilities of the Business Management Analyst will encompass the following, and vary slightly depending on specific position, program, or business unit to which you are assigned:",,,,
85295,5313,"written, verbal and interpersonal communications;",Skill in:,,,,
85296,5313,"operating within a fast paced, highly technical environment; writing procedures and work instructions;",Skill in:,,,,
85324,5317,"Familiarity with any of the following products / tools: Office 365, Microsoft Exchange, Lotus Notes, email archive platforms, Tableau",,,,,
85327,5317,"Able to demonstrate excellent communication (written and verbal), mathematical, and organizational skills",,,,,
85357,5319,Effective verbal and written communication skills,,,,,
85374,5320,Strong written and verbal communication skills â€“ comfortable executive presence,Qualifications,,,,
85390,5321,"Have clear communication skills through various platforms (phone, email, etc.) and able to speak the English language with proficiency",Qualifications:,,,,
85402,5322,"Verbal and written communication skills, problem solving skills, customer service and interpersonal skills.",Skills:,,,,
85427,5323,"Strong written and verbal communication skills, being able to effectively communicate will all levels of users, from entry level positions, to c-level leadership","Bachelor's Degree5 years experience as a business analyst for enterprise level applications (e.g. CRM, BI, ERP) with 8 years of total IT experience",,,,
85447,5325,Write and run unit tests.,"Following is a summary of the essential functions for this job. Other duties may be performed, both major and minor, which are not mentioned below. Specific activities may change from time to time.",,,,
85499,5326,"Excellent verbal and written communication skills to technical and non-technical audiences of various levels in the organization, e.g., executive, management, individual contributors",What you bring:,,,,
85529,5327,"Use excellent verbal and written communication skills to build strong relationships, share recommendations and knowledge to multiple audiences including: cross functional teams, internal customers, external clients and management",,,,,
85546,5328,"Verbal and written communication skills, problem solving skills, customer service and interpersonal skills.",,,,,
